date      ,title
2018-03-23,"Тимчук: Повну відсутність дисципліни у Савченко довело її перебування в Іраку. Запитайте учасників контингенту про операцію ""Сука"""
2018-03-23,"Маляр: Імовірність визнання Савченко неосудною тяжіє до нуля. Вона усвідомлювала, що робить"
2018-03-23,"""Я прийшла, вони всралися"". Савченко заявила, що не збирається тікати"
2018-03-23,"Білецький про обшуки на заводі АТЕК: У приміщення могли щось підкинути, якісь чергові гранати Савченко"
2018-03-23,"""Живою не здатися"". Прокуратура розповіла про гранати в сумці Савченко в день арешту Рубана"
2018-03-23,Савченко оголосила голодування
2018-03-23,"Савченко: ""ДНР"" і ""ЛНР"" не є терористичними організаціями"
2018-03-23,"Прокуратура вважає, що на волі Савченко може вплинути на перебіг слідства"
2018-03-23,Савченко в листопаді 2017 року купувала зброю разом із Рубаном – прокуратура
2018-03-23,"Савченко: Вірю в український народ, але не вірю в українську владу"
2018-03-23,Савченко дозволили перебувати поза прозорим боксом у суді щодо обрання запобіжного заходу
2018-03-23,До Шевченківського суду прибули мати і сестра Савченко
2018-03-23,"Савченко заявила, що ізолятор СБУ ""у деяких моментах"" гірший, ніж у ворога"
2018-03-23,У Києві суд обирає запобіжний захід Савченко. Трансляція
2018-03-23,Шевченківський районний суд Києва призначив розгляд справи Савченко на 10.30 – канцелярія
2018-03-23,"""Якось попали під роздачу з психічно хворою Савченко"". У ""Національному корпусі"" заявили, що правоохоронці заблокували базу політсили"
2018-03-23,"У ЄС сподіваються, що у справі Савченко Україна дотримуватиметься верховенства права"
2018-03-23,До Шевченківського райсуду Києва надійшло клопотання про обрання запобіжного заходу Савченко
2018-03-23,"""Треба заїхати гранати купити"". ""Громадське"" показало, чим займалася Савченко в день затримання. Відео"
2018-03-22,"Затримали Савченко, Україна привела в бойову готовність ППО. Головне за день"
2018-03-22,"Психіатр Глузман про Савченко: Немає підстав уважати, що вона хвора"
2018-03-22,"Екс-адвокат Савченко: Я не бачив якихось кардинальних змін у її поведінці, які говорили б, що вона завербована"
2018-03-22,"Чорновіл: Тимошенко не голосувала за арешт Савченко, оскільки зустрічалася в Ізраїлі з Коломойським"
2018-03-22,"Арешт без права застави. ГПУ назвала статті, які інкримінують Савченко"
2018-03-22,"Березовець: Із Савченко й Рубаном усе вийшло по-дебільному, але це не скасовує факту, що готували теракти по-справжньому"
2018-03-22,"""Кинути шість гранат у парламенті встигну однозначно"". Найголовніше з відео у справі Савченко, показаного у Верховній Раді"
2018-03-22,"Кулеба: Навіть якщо зараз Савченко знову викрадуть, ми маємо витягувати її назад"
2018-03-22,Ірина Геращенко про Савченко: Насправді вона кинула гранату і підірвала парламент
2018-03-22,У СБУ із Савченко проводять слідчі дії – адвокат
2018-03-22,"""В Україні реалізують сценарій ""партії війни"". ""Український вибір"" відповів на слова Луценка про причетність до справи Савченко"
2018-03-22,"Мураєв заявив, що готовий надати Савченко медійну та юридичну підтримку"
2018-03-22,"Лисенко: Найімовірніше, суд обиратиме запобіжний захід для Савченко 23 березня. Сьогоднішню ніч вона проведе в будівлі СБУ"
2018-03-22,Савченко йшла в Раду з речами для в'язниці – сестра
2018-03-22,Луценко оголосив підозру Савченко
2018-03-22,"Порошенко про ""справу Савченко"": Метою російської спецоперації було посіяти хаос і знищити Українську державу"
2018-03-22,"Луценко заявив, що за ""терористичним дуетом Рубан–Савченко"" може стояти ""Український вибір"" Медведчука"
2018-03-22,"Екс-представник омбудсмена вважає, що під час затримання Савченко неправильно застосували статтю КПК"
2018-03-22,Гройсман про справу Савченко: Парламент прийняв адекватне рішення
2018-03-22,"""Гірко спостерігати за фіналом цієї історії"". Фейгін сподівається на гуманність щодо Савченко з боку Української держави"
2018-03-22,Віра Савченко про затримання сестри: Хочу подивитися на реакцію міжнародних партнерів
2018-03-22,Подання ГПУ на Савченко не підтримав тільки Опозиційний блок. Підсумки голосування
2018-03-22,"Верховна Рада дозволила притягнути Савченко до кримінальної відповідальності, затримати та заарештувати її. Фоторепортаж"
2018-03-22,Правоохоронці затримали Савченко
2018-03-22,"Савченко – депутатам: Теракти, які ви робите з економікою, фінансами, комунальними платежами, законодавством, відіб'ються на вас. Відео"
2018-03-22,"Рада дозволила притягнути Савченко до кримінальної відповідальності, затримати і заарештувати"
2018-03-22,"""Щас усретесь!"" Савченко виступила в Раді, де розглядають питання про зняття з неї недоторканності. Відео"
2018-03-22,Захарченко просив Савченко передати йому Турчинова – матеріали ГПУ
2018-03-22,Луценко: Зловмисники планували встановити гранатомети на Трухановому острові або на баржі на Дніпрі й обстріляти центр Києва
2018-03-22,"Савченко: Буду їздити до європолітиків, а також намагатися всіляко контактувати з ворогом, щоб забрати наших заручників"
2018-03-22,"Найєм: Жартома чи всерйоз, здуру чи на п'яну голову Савченко все це планувала – за це треба садити"
2018-03-22,Луценко про Савченко: Офіцери 8-го полку спецпризначення зуміли запобігти цьому теракту. Жодного військового заколоту в Україні не було
2018-03-22,"""Зверху падає люстра. Ну можна взяти ще автомат, достріляти"". ГПУ опублікувала фрагменти матеріалів справи щодо обвинувачень Савченко і Рубана. Відео"
2018-03-22,"Луценко заявив, що Савченко планують призначити психіатричну експертизу"
2018-03-22,"Луценко заявив, що якщо Рада зніме з Савченко недоторканність, то справу проти неї і Рубана можуть передати до суду через два-три місяці"
2018-03-22,У Раді демонструють аудіо і відео щодо обвинувачень проти Савченко. Трансляція
2018-03-22,Під Верховною Радою мітингували за і проти Савченко. Фоторепортаж
2018-03-22,"Рада розглядає подання ГПУ на притягнення Савченко до кримінальної відповідальності, її затримання та арешт. Трансляція"
2018-03-22,"Луценко: Надю, якщо ви так хотіли завершити цю війну, треба було підірвати Захарченка, а не Верховну Раду і Кабмін"
2018-03-22,"""Жуйте гранати"". Луценко відповів Савченко на слова про його злочини на Майдані. Відео"
2018-03-22,"""Гранати були"". Савченко принесла фрукти на засідання парламентського комітету. Відео"
2018-03-22,"Луценко заявив, що зброю Савченко і Рубану надавали за участю російських офіцерів"
2018-03-22,Регламентний комітет визнав подання ГПУ на притягнення Савченко до кримінальної відповідальності законним і обґрунтованим
2018-03-22,"Луценко заявив, що Рубан і Савченко планували напад на кортеж президента з використанням великокаліберної гвинтівки"
2018-03-22,"Савченко: Коли тебе вербують у перший день знайомства, затягуючи в ліжко... Знаєте, у нього не встав, у мене не помокріло. Не ведуся на такі вербування"
2018-03-22,"Савченко: Та щоб підірвати Верховну Раду, не знаю, скільки туди треба занести тротилу!"
2018-03-22,"Луценко заявив, що Савченко пропонувала офіцерам ЗСУ здійснювати теракти для знищення керівництва держави"
2018-03-22,"Савченко: Коли я служила у ЗСУ, мене сексуально домагався начальник штабу. Він багато дівчат перепортив"
2018-03-22,"Савченко – Луценко: Я взяла із собою на тимчасово окуповані території телефон, щоб дати вам ""зацепку"""
2018-03-22,Луценко: Рубан та Савченко змовилися з метою захоплення державної влади. Для отримання зброї вони домовилися із Захарченком
2018-03-22,Регламентний комітет розглядає подання ГПУ на притягнення Савченко до кримінальної відповідальності. Трансляція
2018-03-22,"""Ба-бах!"" Савченко вважає, що в української влади є рік, щоб чогось навчитися"
2018-03-21,"Савченко заявила, що балотуватиметься у президенти України"
2018-03-21,"Ходять наполегливі чутки, що за арешт Савченко немає голосів у залі парламенту – журналіст Щербина"
2018-03-21,"Савченко заявила, що її два роки намагаються подати як безграмотну простушку, а не політика"
2018-03-21,"Савченко: Усе, на що здатна ця влада, – сказати, що ти ""агент Кремля"", ""рука Москви"""
2018-03-21,"Савченко прийшла на засідання комітету з нацбезпеки, з якого її виключили"
2018-03-21,"Савченко: Луценко намагався зробити так, щоб я втекла із країни"
2018-03-21,Савченко через суд вимагає скасувати рішення Ради про виключення її з комітету з нацбезпеки
2018-03-21,"Тетерук про Савченко: Те, що людина погана, не означає, що вона хвора"
2018-03-21,Кузьменко: Історія Надії Савченко не повинна відволікти нас від її однофамільця Олексія. Це мурло саме на це і сподівається
2018-03-21,"Ярош: Олексію Савченко, брате! Не виправдовуйся. Просто роби те, що зобов'язаний"
2018-03-21,"Барна: Савченко, на жаль для всіх нас, стала проектом ФСБ Росії"
2018-03-21,Регламентний комітет розгляне подання на арешт Савченко вранці 22 березня
2018-03-20,Антон Геращенко оприлюднив подання Генпрокуратури на притягнення Савченко до кримінальної відповідальності
2018-03-20,"Савченко заявила, що на Банковій задумували її вбивство, затримано Саркозі. Головне за день"
2018-03-20,"Савченко заявила, що вже рік знає про стеження й можливу її ліквідацію ""об'єктом А"""
2018-03-20,"Рубан заявив, що перевозив зброю у межах військової операції офіцера Кедра"
2018-03-20,"Добкін заявив, що не буде голосувати за зняття недоторканності й арешт Савченко"
2018-03-20,Савченко: Янукович давав накази летіти на вертольоті для залякування Майдану. Штурмани плутали карти
2018-03-20,"""Зброю противника випробувати завжди цікаво"". Савченко повідомила, що у ГПУ є відео, як вона стріляє зі зброї бойовиків"
2018-03-20,Савченко: Колеги в Раді радили запустити у вентиляцію газ і зробити газову камеру. Такий сценарій теж був
2018-03-20,"""Банкова дала наказ про мою фізичну ліквідацію"". Нардеп Савченко дає прес-конференцію. Трансляція"
2018-03-20,"Савченко заявила, що Адміністрація Президента три рази віддала наказ про її ліквідацію"
2018-03-20,"Казарін: Савченко – це приклад, на що здатна войовита куховарка, яка прорвалася у владу"
2018-03-20,Апеляційний суд залишив Рубана під вартою
2018-03-20,"Савченко заявила, що Луценко публічно закликав до повалення влади збройним шляхом зі сцени Майдану"
2018-03-20,Савченко просить суд віддати їй Рубана на поруки
2018-03-20,"Суд почав розгляд апеляції на арешт Рубана, на засіданні присутня Савченко. Трансляція"
2018-03-19,"""Ба-бах! Що, всралися?"" Савченко записала ролик на тлі залу засідань Ради. Відео"
2018-03-19,Ірина Луценко: Відео у справі Савченко шокує все суспільство
2018-03-19,Савченко звернулася до Порошенка із проханням внести в Раду подання про звільнення Луценка
2018-03-19,Ірина Луценко: Савченко та Рубан – це приклад завуальованих диверсійних груп з українським контекстом
2018-03-19,Через Савченко в Раді з'явилися кінологи із собаками – ЗМІ
2018-03-19,"""Припиніть займатися незрозумілими речами"". Голова Миколаївської ОДА Савченко прокоментував листування Волошина за місяць до самогубства"
2018-03-19,Регламентний комітет 21 березня розгляне подання на затримання та арешт Савченко
2018-03-17,"Савченко заявила, що її заздалегідь попереджали про ""провокацію"" з держпереворотом"
2018-03-17,"Пашинський: Говорячи про снайперів у готелі ""Україна"", Савченко просто відпрацювала один із меседж-боксів ФСБ РФ"
2018-03-17,"Пашинський про Савченко: Я абсолютно переконаний, що цій людині потрібна медична допомога"
2018-03-16,"Небоженко: Савченко – це психічно неврівноважений політик, який уявив себе месією"
2018-03-16,"Фейгін заявив, що на поведінку Савченко могло вплинути її оточення, у ""дивний спосіб"" пов'язане з Кремлем"
2018-03-16,Гройсман про ймовірний теракт за участю Савченко: Це проблема психічного здоров'я
2018-03-16,"""Документи, мої особисті речі"". Савченко в ефірі телеканала показала вміст своєї сумки"
2018-03-16,"Журналіст Худецька: Москва дуже любить байку про снайперів у готелі ""Україна"". Так що Савченко фонтанує запоребриковими меседжами"
2018-03-16,Портников: Військовий переворот в Україні – не фантастика
2018-03-16,"Гармаш: Припускаю, що Савченко десь комусь казала, що цю Раду давно пора розігнати, а депутатів розстріляти, але чи є це плануванням?"
2018-03-16,Горбатюк: Заява Савченко про Пашинського стане приводом для виклику на допит
2018-03-16,Регламентний комітет Ради отримав подання про зняття недоторканності із Савченко
2018-03-16,"""Скільки ми будемо за вами бігати?"" Савченко кілька разів відмовилася відповідати журналістам, чи приносила гранати в Раду. Відео"
2018-03-16,"Савченко занесли до бази сайта ""Миротворець"""
2018-03-16,"Савченко заявила, що звернулася до Путіна з пропозицією обміняти себе на всіх українських заручників"
2018-03-15,"Рада призначила омбудсмена і голову Нацбанку, Савченко заговорила про воєнний переворот, Росія вишле британських дипломатів. Головне за день"
2018-03-15,Савченко про своє звання Героя України: Прийде час – кину в обличчя президенту цю зірку
2018-03-15,"Савченко заявила, що багато народних депутатів ходить у Верховну Раду зі зброєю"
2018-03-15,"Саакашвілі про Савченко: Луценко так само завзято стверджував, що я збирався захопити Верховну Раду"
2018-03-15,Юрій Береза: У парламенті точно буде досить голосів для зняття недоторканності із Савченко
2018-03-15,"Прес-секретар Савченко назвала інформацію про гранати, які депутат нібито принесла в Раду, ""чиїмись шаленими фантазіями"""
2018-03-15,"""Якщо їм не слабо"". Савченко запропонувала правоохоронцям перевірити її на поліграфі"
2018-03-15,"Те, що наговорила Савченко, тягне максимум на індивідуальну профілактику у приміщенні СБУ – Стариков"
2018-03-15,Савченко вивели із зали Верховної Ради через загрозу оточуючим – Ірина Луценко
2018-03-15,Савченко занесла в зал Верховної Ради три гранати і пістолет – ЗМІ
2018-03-15,"Павло Пинзеник заявив, що Рада не зможе зняти недоторканність із Савченко ще як мінімум п'ять днів"
2018-03-15,"Савченко щодо своєї заяви про снайперів у готелі ""Україна"": Якщо я говорила ""Парубій"", то прошу вибачення, я мала на увазі Пашинського"
2018-03-15,"Савченко: Багато військовослужбовців згодні, що військовий переворот в Україні – очікувана і правильна подія"
2018-03-15,Савченко назвала злочинами виключення її з комітету Ради і подання на зняття депутатської недоторканності
2018-03-15,"Савченко: Луценко вкотре збрехав. Мене викликали як свідка і проводили опитування, а не допит"
2018-03-15,"Савченко: У Європі я встигла дати свідчення про корупцію Порошенка, злочинність нашої влади і політичні переслідування"
2018-03-15,"Луценко вніс у Раду подання на притягнення до кримінальної відповідальності, затримання та арешт Савченко"
2018-03-15,"Савченко: Під час Євромайдану я бачила, як Парубій заводив снайперів до готелю ""Україна"""
2018-03-15,Рада виключила Савченко з комітету з нацбезпеки
2018-03-15,Уколов: Загальне враження від брифінгу Савченко – у Януковича і в Наді одні й ті ж радники
2018-03-15,"""Особисто планувала теракт у Раді"". Луценко заявив, що внесе подання на притягнення Савченко до кримінальної відповідальності"
2018-03-15,"Савченко: У соцмережах гуляє напис, що 98% українців допомогли б Рубану розвантажувати меблі. І я вірю, що це правда"
2018-03-15,Савченко: Я не знайома з Медведчуком і не їздила до Росії після суду над Карпюком та Клихом
2018-03-15,Савченко повернулася в Україну
2018-03-14,"Савченко фігурує на відео, де обговорюють напад на парламент – ЗМІ"
2018-03-14,"Кузьменко: Надії Савченко, мабуть, ""шиють постоли"" в межах Рубангейта"
2018-03-14,Савченко 15 березня має намір провести брифінг під стінами СБУ
2018-03-14,Савченко перебуває зараз на території Іспанії – Луценко
2018-03-14,"Луценко заявив, що в разі неприбуття Савченко на допит буде вимагати зняття з неї недоторканності"
2018-03-13,Парубій не підписував розпорядження про закордонне відрядження Савченко
2018-03-13,СБУ чекає Надію Савченко на допит 15 березня
2018-03-13,"Повідомте Савченко, що вона не на сесії ПАРЄ, а в Європарламенті – Борислав Береза"
2018-03-13,"Савченко заявила, що прийде на допит у СБУ, якщо отримає повістку на руки"
2018-03-13,"Антон Геращенко: Якщо Савченко поїде жити до РФ, усі підозри щодо неї підтвердяться"
2018-03-13,Савченко можуть обвинуватити у військовому перевороті – ЗМІ
2018-03-13,СБУ передала до Верховної Ради повістки на допит Савченко
2018-03-13,Савченко оприлюднила фото зі Страсбурга
2018-03-12,"Тетерук припустив, що Савченко втекла в Росію"
2018-03-12,"У прес-службі Савченко заявили, що вона вирушила з робочим візитом у ПАРЄ"
2018-03-12,"Віра Савченко: Луценку не треба придурюватися і робити вигляд, ніби Надія втекла з країни. Ніхто нікуди не тікав. Вона не з таких"
2018-03-12,"Луценко заявив, що Савченко викликали на допит у СБУ, але сьогодні вона виїхала за кордон"
2018-03-10,"Савченко заявила, що після зміни керівництва СБУ стосунки зі спецслужбою в Рубана зіпсувалися"
2018-03-09,Савченко в суді віддала честь Рубану. Відео
2018-03-09,"Помічник Надії Савченко про можливу причетність до справи Рубана: Якщо ми з ним бачилися, то лише віталися"
2018-03-09,"У справі Рубана фігурує помічник Надії Савченко. Нардеп стверджує, що Мезенцев уже знайшов іншу роботу"
2018-03-09,Савченко про арешт Рубана: Мені дуже не подобається війна спецслужб в Україні
2018-03-07,Українці не довіряють жінкам-політикам – опитування
2018-03-01,"""Надю, ви філолог?"" Савченко і Гончаренко посперечалися у прямому ефірі. Відео "
2018-02-23,Гордон: На Олімпіаді українка Савченко принесла золото німцям. Це ще один вирок нашій країні
2018-02-22,"Фігуристка Савченко: Хто знає? Можливо, колись буду працювати в Україні, буду піднімати на рідній землі фігурне катання"
2018-02-18,"Фігуристка Савченко: Пишаюся, що народилася в Україні"
2018-02-16,"Екс-тренер фігуристки Савченко, яка завоювала золото у Пхьончхані для ФРН: Україна для таких спортсменів, як Альона, нічого не зробила"
2018-02-15,"""У цій медалі і Україна, і Німеччина, і Франція, і Англія"". Уродженка Київської області Альона Савченко завоювала золото Олімпіади для Німеччини"
2018-02-15,Олімпіада 2018. Уродженці Франції та України завоювали для ФРН золото у фігурному катанні. Фоторепортаж
2018-02-15,"Українка Савченко, яка виступає за ФРН, завоювала олімпійське золото в парному фігурному катанні. Відео"
2018-02-15,"Олімпіада 2018. Українка Савченко, яка виступає за ФРН, стала олімпійською чемпіонкою з фігурного катання"
2018-02-09,"Голова Миколаївської ОГА Савченко визнав, що Крисін заздалегідь говорив йому про розстріли на Майдані – Найєм"
2018-01-31,"Савченко пообіцяла зустрітися з Єрофєєвим і Александровим, ""якщо вони не побояться"""
2018-01-31,"Савченко: Я знову буду героєм. Вірю, що все роблю правильно"
2018-01-31,"Савченко про звільнення українців: Є офіційна дипломатія, а я дію як ""народна дипломатія"""
2018-01-31,Савченко: Повернення всіх політв'язнів в Україну може бути подане як умова проведення чемпіонату з футболу в РФ
2018-01-25,"МВФ і українська влада залишилися кожен при своїй думці. Думаю, програму співпраці буде розірвано – фінансист Савченко"
2018-01-25,Журналісти звинуватили в тиску голову Миколаївської ОДА
